%TABLE{columnwidths="4%,55%,6%,6%,10%,9%,10%"}%
|*N*||*Group*|*Title*|*arXiv*|*Inspire*|*Journal*|*System*|
|457||CF|Multiplicity and event-scale dependent flow and jet fragmentation in pp collisions at $\sqrt{s}$ = 13 TeV and in p$-$Pb collisions at $\sqrt{s_\mathrm{NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2308.16591][2308.16591]]|n/a|JHEP 03 (2024) 092|pp,pPb|
|456||CF|Measurements of long-range two-particle correlation over a wide pseudorapidity range in p$-$Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV|[[https://arxiv.org/abs/2308.16590][2308.16590]]|n/a|JHEP 01 (2024) 199|pPb|
|455||CF|Skewness and kurtosis of mean transverse momentum fluctuations at the LHC energies|[[https://arxiv.org/abs/2308.16217][2308.16217]]|n/a|Phys. Lett. B 850 (2024) 138541|pp,PbPb,XeXe|
|454||JE|Observation of medium-induced yield enhancement and acoplanarity broadening of low-$p_\mathrm{T}$ jets from measurements in pp and central Pb$-$Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV|[[https://arxiv.org/abs/2308.16131][2308.16131]]|n/a|Phys. Rev. Lett. 133 (2024) 022301|pp,PbPb|
|453||JE|Measurements of jet quenching using semi-inclusive hadron+jet distributions in pp and central Pb$-$Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV|[[https://arxiv.org/abs/2308.16128][2308.16128]]|n/a|Phys. Rev. C 110 (2024) 014906|pp,PbPb|
|452||DQ|Prompt and non-prompt J$/ψ$ production at midrapidity in Pb$-$Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/2308.16125][2308.16125]]|n/a|JHEP 02 (2024) 066|PbPb|
|451||CF|Probing the Chiral Magnetic Wave with charge-dependent flow measurements in Pb-Pb collisions at the LHC|[[https://arxiv.org/abs/2308.16123][2308.16123]]|n/a|JHEP 12 (2023) 067|PbPb|
|450||CF|Exploring the strong interaction of three-body systems at the LHC|[[https://arxiv.org/abs/2308.16120][2308.16120]]|n/a|Phys. Rev. X 14 (2024) 031051|pp|
|449||LF|K$^{*}$(892)$^{\pm}$ resonance production in Pb$-$Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2308.16119][2308.16119]]|n/a|Physical Review C 109 (2024) 044902|PbPb|
|448||LF|Multiplicity-dependent production of $Σ(1385)^{\pm}$ and $Ξ(1530)^{0}$ in pp collisions at $\sqrt{s}=13$ TeV|[[https://arxiv.org/abs/2308.16116][2308.16116]]|n/a|JHEP 05 (2024) 317|pp|
|447||LF|System size dependence of the hadronic rescattering effect at energies available at the CERN Large Hadron Collider|[[https://arxiv.org/abs/2308.16115][2308.16115]]|n/a|Phys. Rev. C 109, 014911 (2024)|pp,XeXe|
|446||JE|Search for jet quenching effects in high-multiplicity pp collisions at $\sqrt{s}$ = 13 TeV via di-jet acoplanarity|[[https://arxiv.org/abs/2309.03788][2309.03788]]|n/a|JHEP 05 (2024) 229|pp|
|445||HF|Charm production and fragmentation fractions at midrapidity in pp collisions at $\sqrt{s} = 13$ TeV|[[https://arxiv.org/abs/2308.04877][2308.04877]]|n/a|JHEP 12 (2023) 086|pp|
|444||HF|Study of flavor dependence of the baryon-to-meson ratio in proton-proton collisions at $\sqrt{s} = 13$ TeV|[[https://arxiv.org/abs/2308.04873][2308.04873]]|n/a|Phys. Rev. D 108, 112003 (2023)|pp|
|443||JE|Modification of charged-particle jets in event-shape engineered Pb$-$Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2307.14097][2307.14097]]|n/a|Phys. Lett. B 851 (2024) 138584|PbPb|
|442||HF|Measurement of Non-prompt $\rm D^0$-meson Elliptic Flow in Pb-Pb Collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2307.14084][2307.14084]]|n/a|Eur. Phys. J. C 83 (2023) 1123|PbPb|
|441||JE|Measurement of inclusive charged-particle jet production in pp and p-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV|[[https://arxiv.org/abs/2307.10860][2307.10860]]|n/a|JHEP 05 (2024) 041|pp,pPb|
|440||CF|Pseudorapidity dependence of anisotropic flow and its decorrelations using long-range multiparticle correlations in Pb-Pb and Xe-Xe collisions|[[https://arxiv.org/abs/2307.11116][2307.11116]]|n/a|Phys. Lett. B 850 (2024) 138477|PbPb,XeXe|
|439||LF|Measurement of the low-energy antitriton inelastic cross section|[[https://arxiv.org/abs/2307.03603][2307.03603]]|n/a|Phys. Lett. B 848 (2024) 138337|pp,PbPb|
|438||CF|Accessing the strong interaction between $Λ$ baryons and charged kaons with the femtoscopy technique at the LHC|[[https://arxiv.org/abs/2305.19093][2305.19093]]|n/a|Phys. Lett. B 845 (2023) 138145|pp|
|437||UD|Energy dependence of coherent photonuclear production of J/$ψ$ mesons in ultra-peripheral Pb-Pb collisions at $\sqrt{s_{\mathrm{NN}}}$=5.02 TeV|[[https://arxiv.org/abs/2305.19060][2305.19060]]|n/a|JHEP 10 (2023) 119|PbPb|
|436||UD|First measurement of the $&#124;t&#124;$-dependence of incoherent J/$ψ$ photonuclear production|[[https://arxiv.org/abs/2305.06169][2305.06169]]|n/a|Phys. Rev. Lett. 132 (2024) 162302|PbPb|
|435||UD|Exclusive and dissociative J/$ψ$ photoproduction, and exclusive dimuon production, in p$-$Pb collisions at $\sqrt{s_{\rm NN}} = 8.16$ TeV|[[https://arxiv.org/abs/2304.12403][2304.12403]]|n/a|Phys. Rev. D 108 (2023) 112004|pPb|
|434||UD|First polarisation measurement of coherently photoproduced J/$ψ$ in ultra-peripheral Pb$-$Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2304.10928][2304.10928]]|n/a|Phys. Lett. B 865 (2025) 139466|PbPb|
|433||CF|Study of the p$-$p$-$K$^+$ and p$-$p$-$K$^-$ dynamics using the femtoscopy technique|[[https://arxiv.org/abs/2303.13448][2303.13448]]|n/a|Eur. Phys. J. A (2023) 59:298|pp|
|432||DQ|Measurement of inclusive J/$ψ$ pair production cross section in pp collisions at $\sqrt{s} = 13$ TeV|[[https://arxiv.org/abs/2303.13431][2303.13431]]|n/a|Phys. Rev. C 108, 045203 (2023)|pp|
|431||CF|Higher-order correlations between different moments of two flow amplitudes in Pb$-$Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ TeV|[[https://arxiv.org/abs/2303.13414][2303.13414]]|n/a|Phys. Rev. C 108 (2023) 055203|PbPb|
|430||DQ|Measurements of inclusive J/$ψ$ production at midrapidity and forward rapidity in Pb$-$Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/2303.13361][2303.13361]]|n/a|Phys. Lett. B 849 (2024) 138451|PbPb|
|429||HF|Inclusive and multiplicity dependent production of electrons from heavy-flavour hadron decays in pp and p$-$Pb collisions|[[https://arxiv.org/abs/2303.13349][2303.13349]]|n/a|JHEP 08 (2023) 006|pp,pPb|
|428||EM|Data-driven precision determination of the material budget in ALICE|[[https://arxiv.org/abs/2303.15317][2303.15317]]|n/a|JINST 18 (2023) P11032|pp,PbPb|
|427||JE|Measurement of the angle between jet axes in Pb$-$Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2303.13347][2303.13347]]|n/a|n/a|PbPb|
|426||LF|Measurement of the $Λ$ hyperon lifetime|[[https://arxiv.org/abs/2303.00606][2303.00606]]|n/a|Phys. Rev. D 108 (2023) 032009|PbPb|
|425||JE|Measurement of the radius dependence of charged-particle jet suppression in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2303.00592][2303.00592]]|n/a|Phys. Lett. B 849 (2024) 138412|PbPb|
|424||HF|Azimuthal correlations of heavy-flavor hadron decay electrons with charged particles in pp and p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2303.00591][2303.00591]]|n/a|Eur. Phys. J. C 83 (2023) 741|pp,pPb|
|423||MM|Inclusive photon production at forward rapidities in pp and p$-$Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2303.00590][2303.00590]]|n/a|Eur. Phys. J. C 83 (2023) 661|pp,pPb|
|422||HF|Measurement of the non-prompt D-meson fraction as a function of multiplicity in proton$-$proton collisions at $\sqrt{s} = 13$ TeV|[[https://arxiv.org/abs/2302.07783][2302.07783]]|n/a|JHEP 10 (2023) 092|pp|
|421||n/a|ALICE upgrades during the LHC Long Shutdown 2|[[https://arxiv.org/abs/2302.01238][2302.01238]]|n/a|JINST 19 (2024) P05062|n/a|
|420||CF|Symmetry plane correlations in Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 2.76$ TeV|[[https://arxiv.org/abs/2302.01234][2302.01234]]|n/a|Eur. Phys. J. C 83 (2023) 576|PbPb|
|419||HF|Measurement of the fraction of jet longitudinal momentum carried by $Λ_{\rm c}^+$ baryons in pp collisions|[[https://arxiv.org/abs/2301.13798][2301.13798]]|n/a|Phys. Rev. D 109 (2024) 072005|pp|
|418||MM|Production of pions, kaons, and protons as a function of the relative transverse activity classifier in pp collisions at $\sqrt{s}=13$ TeV|[[https://arxiv.org/abs/2301.10120][2301.10120]]|n/a|JHEP 06 (2023) 027|pp|
|417||CF|Azimuthal anisotropy of jet particles in p-Pb and Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2212.12609][2212.12609]]|n/a|JHEP 08 (2024) 234|pPb,PbPb|
|416||HF|First measurement of prompt and non-prompt ${\rm D^{*+}}$ vector meson spin alignment in pp collisions at $\sqrt{s} = 13$ TeV|[[https://arxiv.org/abs/2212.06588][2212.06588]]|n/a|Phys. Lett. B 846 (2023) 137920|pp|
|415||LF|Measurement of the production of (anti)nuclei in p-Pb collisions at $\sqrt{s_{\rm NN}} = 8.16$ TeV|[[https://arxiv.org/abs/2212.04777][2212.04777]]|n/a|Phys. Lett. B 846 (2023) 137795|pPb|
|414||MM|Pseudorapidity densities of charged particles with transverse momentum thresholds in pp collisions at $\sqrt{s} = 5.02$ and $13$ TeV|[[https://arxiv.org/abs/2211.15364][2211.15364]]|n/a|Phys. Rev. D 108 (2023) 072008|pp|
|413||LF|Multiplicity dependence of charged-particle production in pp, p-Pb, Xe-Xe and Pb-Pb collisions at the LHC|[[https://arxiv.org/abs/2211.15326][2211.15326]]|n/a|Phys. Lett. B 845 (2023) 138110|pp,pPb,XeXe,PbPb|
|412||LF|Enhanced deuteron coalescence probability in jets|[[https://arxiv.org/abs/2211.15204][2211.15204]]|n/a|Phys. Rev. Lett. 131 (2023) 042301|pp|
|411||CF|Investigation of K$^{+}$K$^{-}$ interactions via femtoscopy in Pb$-$Pb collisions at $\sqrt{s_{\mathrm{NN}}} =2.76$ TeV at the LHC|[[https://arxiv.org/abs/2211.15194][2211.15194]]|n/a|Phys. Rev. C107 (2023) 054904|PbPb|
|410||DQ|J/$ψ$ production at midrapidity in p$-$Pb collisions at $\sqrt{s_{\rm NN}} = 8.16$ TeV|[[https://arxiv.org/abs/2211.14153][2211.14153]]|n/a|JHEP 07 (2023) 137|pPb|
|409||HF|First measurement of $Λ_\mathrm{c}^{+}$ production down to $p_\mathrm{T} = 0$ in pp and p-Pb collisions at $\sqrt{s_\mathrm{NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2211.14032][2211.14032]]|n/a|Phys. Rev. C 107 (2023) 064901|pp,pPb|
|408||LF|Light (anti)nuclei production in Pb-Pb collisions at $\sqrt{s_{\mathrm{NN}}}=5.02$ TeV|[[https://arxiv.org/abs/2211.14015][2211.14015]]|n/a|Phys. Rev. C 107 (2023) 064904|PbPb|
|407||HF|Measurement of electrons from beauty-hadron decays in pp and Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2211.13985][2211.13985]]|n/a|Phys. Rev. C 108 (2023) 034906|pp,PbPb|
|406||CF|Two-particle transverse momentum correlations in pp and p-Pb collisions at energies available at the CERN Large Hadron Collider|[[https://arxiv.org/abs/2211.08979][2211.08979]]|n/a|Phys. Rev. C 107 (2023) 054617|pp,pPb|
|405||JE|Production of ${\rm K}^{0}_{\rm{S}}$, $Λ$ ($\barΛ$), $Ξ^{\pm}$ and $Ω^{\pm}$ in jets and in the underlying event in pp and p$-$Pb collisions|[[https://arxiv.org/abs/2211.08936][2211.08936]]|n/a|JHEP 07 (2023) 136|pp,pPb|
|404||JE|Measurement of the angle between jet axes in pp collisions at $\sqrt{s} = 5.02$ TeV|[[https://arxiv.org/abs/2211.08928][2211.08928]]|n/a|JHEP 07 (2023) 201|pp|
|403||n/a|The ALICE experiment: a journey through QCD|[[https://arxiv.org/abs/2211.04384][2211.04384]]|n/a|Eur. Phys. J. C 84 (2024) 813|pp,pPb,XeXe,PbPb|
|402||CF|Jet-like correlations with respect to K$^{0}_{\rm S}$ and $Λ$ ($\barΛ$) in pp and central Pb-Pb collisions at $\mathbf{\it\sqrt{s_\mathrm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/2211.01197][2211.01197]]|n/a|Eur. Phys. J. C 83 (2023) 497|pp,PbPb|
|401||CF|Search for the Chiral Magnetic Effect with charge-dependent azimuthal correlations in Xe-Xe collisions at $\sqrt{s_{\mathrm{NN}}} = 5.44$ TeV|[[https://arxiv.org/abs/2210.15383][2210.15383]]|n/a|Phys. Lett. B 856 (2024) 138862|XeXe|
|400||DQ|Measurements of azimuthal anisotropies at forward and backward rapidity with muons in high-multiplicity p-Pb collisions at $\sqrt{s_{\rm NN}} = 8.16$ TeV|[[https://arxiv.org/abs/2210.08980][2210.08980]]|n/a|Phys. Lett. B 846 (2023) 137782|PbPb|
|399||DQ|$ψ(2S)$ suppression in Pb-Pb collisions at the LHC|[[https://arxiv.org/abs/2210.08893][2210.08893]]|n/a|Phys. Rev. Lett. 132 (2024) 042301|PbPb|
|398||LF|Measurement of the lifetime and $Λ$ separation energy of $^{3}_Λ\mathrm H$|[[https://arxiv.org/abs/2209.07360][2209.07360]]|n/a|Phys. Rev. Lett. 131 (2023) 102302|PbPb|
|397||UD|Neutron emission in ultraperipheral Pb-Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV|[[https://arxiv.org/abs/2209.04250][2209.04250]]|n/a|Phys. Rev. C 107 (2023) 064902|PbPb|
|396||DQ|Multiplicity dependence of $Υ$ production at forward rapidity in pp collisions at $\sqrt{s}$ = 13 TeV|[[https://arxiv.org/abs/2209.04241][2209.04241]]|n/a|Nucl. Phys. B 1011 (2025) 116786|pp|
|395||n/a|Performance of the ALICE Electromagnetic Calorimeter|[[https://arxiv.org/abs/2209.04216][2209.04216]]|n/a|JINST 18 (2023) P08007|n/a|
|394||JE|Measurements of groomed-jet substructure of charm jets tagged by ${\rm D}^0$ mesons in proton-proton collisions at $\sqrt{s}$ = 13 TeV|[[https://arxiv.org/abs/2208.04857][2208.04857]]|n/a|Phys. Rev. Lett. 131 (2023) 192301|pp|
|393||LF|${\rm f}_{0}(980)$ production in inelastic pp collisions at $\sqrt{s} = 5.02$ TeV|[[https://arxiv.org/abs/2206.06216][2206.06216]]|n/a|Phys. Lett. B 846 (2023) 137644|pp|
|392||CF|Anisotropic flow and flow fluctuations of identified hadrons in Pb$-$Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/2206.04587][2206.04587]]|n/a|JHEP 05 (2023) 243|PbPb|
|391||CF|Observation of flow angle and flow magnitude fluctuations in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV at the CERN Large Hadron Collider|[[https://arxiv.org/abs/2206.04574][2206.04574]]|n/a|Phys. Rev. C 107 (2023) L051901|PbPb|
|390||CF|Towards the understanding of the genuine three-body interaction for p$-$p$-$p and p$-$p$-Λ$|[[https://arxiv.org/abs/2206.03344][2206.03344]]|n/a|Eur. Phys. J. A 59 (2023) 145|pp|
|389||CF|Closing in on critical net-baryon fluctuations at LHC energies: cumulants up to third order in Pb$-$Pb collisions|[[https://arxiv.org/abs/2206.03343][2206.03343]]|n/a|Phys. Lett. B 844 (2023) 137545|PbPb|
|388||CF|Constraining the ${\rm\overline{K}N}$ coupled channel dynamics using femtoscopic correlations at the LHC|[[https://arxiv.org/abs/2205.15176][2205.15176]]|n/a|Eur. Phys. J. C 83 (2023) 340|pp,pPb,PbPb|
|387||LF|$Σ(1385)^{\pm}$ resonance production in Pb-Pb collisions at $\sqrt{s_{\mathrm{NN}}}=5.02$ TeV|[[https://arxiv.org/abs/2205.13998][2205.13998]]|n/a|Eur. Phys. J. C 83 (2023) 351|PbPb|
|386||HF|First measurement of $\rm Ω_c^0$ production in pp collisions at $\sqrt{s}=13$ TeV|[[https://arxiv.org/abs/2205.13993][2205.13993]]|n/a|Phys. Lett. B 846 (2023) 137625|pp|
|385||DQ|Dielectron production at midrapidity at low transverse momentum in peripheral and semi-peripheral Pb$-$Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2204.11732][2204.11732]]|n/a|JHEP 06 (2023) 024|PbPb|
|384||DQ|Photoproduction of low-$p_{\rm T}$ J/$ψ$ from peripheral to central Pb$-$Pb collisions at 5.02 TeV|[[https://arxiv.org/abs/2204.10684][2204.10684]]|n/a|Phys. Lett. B 846 (2023) 137467|PbPb|
|383||HF|W$^\pm$-boson production in p$-$Pb collisions at $\sqrt{s_{NN}} = 8.16$ TeV and PbPb collisions at $\sqrt{s_{NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2204.10640][2204.10640]]|n/a|JHEP 05 (2022) 036|pPb,PbPb|
|382||MM|Underlying-event properties in pp and p$-$Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2204.10389][2204.10389]]|n/a|JHEP 06 (2023) 023|pp,pPb|
|381||HF|Measurement of beauty-strange meson production in Pb$-$Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV via non-prompt $\mathrm{D_s}^{+}$ mesons|[[https://arxiv.org/abs/2204.10386][2204.10386]]|n/a|Phys. Lett. B 846 (2023) 137561|PbPb|
|380||JE|Measurement of inclusive and leading subjet fragmentation in pp and Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2204.10270][2204.10270]]|n/a|JHEP 05 (2023) 245|pp,PbPb|
|379||LF|Multiplicity and rapidity dependence of ${\rm K}^*(892)^0$ and $φ(1020)$ production in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2204.10263][2204.10263]]|n/a|Eur. Phys. J. C 83 (2023) 540|pPb|
|378||LF|First measurement of the $Λ$-$Ξ$ interaction in proton-proton collisions at the LHC|[[https://arxiv.org/abs/2204.10258][2204.10258]]|n/a|Phys. Lett. B 844 (2023) 137223|pp|
|377||DQ|Measurement of $ψ$(2S) production as a function of charged-particle pseudorapidity density in pp collisions at $\sqrt{s}$ = 13 TeV and p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 8.16 TeV with ALICE at the LHC|[[https://arxiv.org/abs/2204.10253][2204.10253]]|n/a|JHEP 06 (2023) 147|pp,pPb|
|376||JE|Measurements of the groomed jet radius and momentum splitting fraction with the soft drop and dynamical grooming algorithms in pp collisions at $\sqrt{s}=5.02$ TeV|[[https://arxiv.org/abs/2204.10246][2204.10246]]|n/a|JHEP 05 (2023) 244|pp|
|375||CF|Elliptic flow of charged particles at midrapidity relative to the spectator plane in Pb-Pb and Xe-Xe collisions|[[https://arxiv.org/abs/2204.10240][2204.10240]]|n/a|Phys. Lett. B 846 (2023) 137453|PbPb,XeXe|
|374||MM|System-size dependence of the charged-particle pseudorapidity density at $\sqrt{s_{\rm NN}} = 5.02$ TeV for pp, p-Pb, and Pb-Pb collisions|[[https://arxiv.org/abs/2204.10210][2204.10210]]|n/a|Phys. Lett. B 845 (2023) 137730|pp,pPb,PbPb|
|373||DQ|Measurement of the J/$ψ$ polarization with respect to the event plane in Pb-Pb collisions at the LHC|[[https://arxiv.org/abs/2204.10171][2204.10171]]|n/a|Phys. Rev. Lett. 131 (2023) 042303|PbPb|
|372||HF|Measurement of the production of charm jets tagged with ${\rm D^0}$ mesons in pp collisions at $\sqrt{s}$ = 5.02 and 13 TeV|[[https://arxiv.org/abs/2204.10167][2204.10167]]|n/a|JHEP 06 (2023) 133|pp|
|371||CF|First measurement of antideuteron number fluctuations at energies available at the Large Hadron Collider|[[https://arxiv.org/abs/2204.10166][2204.10166]]|n/a|Phys. Rev. Lett. 131 (2023) 041901|PbPb|
|370||MM|Study of charged particle production at high $p_{\rm T}$ using event topology in pp, p$-$Pb and Pb$-$Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2204.10157][2204.10157]]|n/a|Phys. Lett. B 843 (2022) 137649|pp,pPb,PbPb|
|369||MM|ALICE luminosity determination for Pb$-$Pb collisions at $\sqrt{s_{\mathrm{NN}}} = 5.02$ TeV|[[https://arxiv.org/abs/2204.10148][2204.10148]]|n/a|JINST 19 (2024) P02039|PbPb|
|368||LF|Measurement of of $^{3}\overline{\rm He}$ nuclei absorption in matter and impact on their propagation in the galaxy|[[https://arxiv.org/abs/2202.01549][2202.01549]]|n/a|10.1038/s41567-022-01804-8|pp,PbPb|
|367||JE|Multiplicity dependence of charged-particle jet production in pp collisions at $\sqrt{s} = 13$ TeV|[[https://arxiv.org/abs/2202.01548][2202.01548]]|n/a|Eur.Phys.J.C 82 (2022) 514|pp|
|366||HF|Measurement of beauty production via non-prompt ${\rm D}^{0}$ mesons in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2202.00815][2202.00815]]|n/a|JHEP 12 (2022) 126|PbPb|
|365||CF|First study of the two-body scattering involving charm hadrons|[[https://arxiv.org/abs/2201.05352][2201.05352]]|n/a|Phys.Rev.D 106 (2022) 052010|pp|
|364||CF|Neutral to charged kaon yield fluctuations in Pb$-$Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76TeV|[[https://arxiv.org/abs/2112.09482][2112.09482]]|n/a|Phys.Lett.B 832 (2022) 137242|PbPb|
|363||DQ|Forward rapidity J/$ψ$ production as a function of charged-particle multiplicity in pp collisions at $\sqrt{s} =$ 5.02 and 13 TeV|[[https://arxiv.org/abs/2112.09433][2112.09433]]|n/a|JHEP 06 (2022) 015|pp|
|362||HF|Constraining hadronization mechanisms with $\rm Λ_{\rm c}^{+}$/D$^0$ production ratios in Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2112.08156][2112.08156]]|n/a|Phys. Lett. B 839 (2023) 137796|PbPb|
|361||LF|Production of light (anti)nuclei in pp collisions at $\sqrt{s}~=~5.02$ TeV|[[https://arxiv.org/abs/2112.00610][2112.00610]]|n/a|Eur. Phys. J. C 82, 289 (2022)|pp|
|360||HF|Observation of a multiplicity dependence in the $p_{\rm T}$-differential charm baryon-to-meson ratios in proton-proton collisions at $\sqrt{s} = 13$ TeV|[[https://arxiv.org/abs/2111.11948][2111.11948]]|n/a|Phys.Lett.B 829 (2022) 137065|pp|
|359||CF|K$^0_{\rm S}$K$^0_{\rm S}$ and K$^0_{\rm S}$K$^\pm$ femtoscopy in pp collisions at $\sqrt{s}=$ 5.02 and 13 TeV|[[https://arxiv.org/abs/2111.06611][2111.06611]]|n/a|Phys.Lett.B 833 (2022) 137335|pp|
|358||CF|Characterizing the initial conditions of heavy-ion collisions at the LHC with mean transverse momentum and anisotropic flow correlations|[[https://arxiv.org/abs/2111.06106][2111.06106]]|n/a|Phys.Lett.B 834 (2022) 137393|PbPb,XeXe|
|357||HF|Investigating charm production and fragmentation via azimuthal correlations of prompt D mesons with charged particles in pp collisions at $\sqrt{s} = 13$ TeV|[[https://arxiv.org/abs/2110.10043][2110.10043]]|n/a|Eur. Phys. J. C 82 (2022) 335|pp|
|356||LF|$\mathrm{K}^{*}(\mathrm{892})^{0}$ and $\mathrm{φ(1020)}$ production in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 8.16 TeV|[[https://arxiv.org/abs/2110.10042][2110.10042]]|n/a|Phys. Rev. C 107 (2023) 055201|pPb|
|355||HF|Measurement of prompt $\rm{D_{s}^{+}}$-meson production and azimuthal anisotropy in Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2110.10006][2110.10006]]|n/a|Phys. Lett. B 827 (2022) 136986|PbPb|
|354||HF|Prompt D$^{0}$, D$^{+}$, and D$^{*+}$ production in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2110.09420][2110.09420]]|n/a|JHEP 01 (2022) 174|PbPb|
|353||CF|General balance functions of identified charged hadron pairs of $(π,{\rm K},{\rm p})$ in Pb$-$Pb collisions at $\sqrt{s_{\rm NN}} = 2.76$ TeV|[[https://arxiv.org/abs/2110.06566][2110.06566]]|n/a|Phys.Lett.B 833 (2022) 137338|PbPb|
|352||HF|Measurement of inclusive charged-particle b-jet production in pp and p-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2110.06104][2110.06104]]|n/a|JHEP 01 (2022) 178|pp,pPb|
|351||DQ|Inclusive quarkonium production in pp collisions at $\sqrt{s} = 5.02$ TeV|[[https://arxiv.org/abs/2109.15240][2109.15240]]|n/a|Eur. Phys. J. C 83 (2023) 61|pp|
|350||LF|Production of light (anti)nuclei in pp collisions at $\sqrt{s} = 13$ TeV|[[https://arxiv.org/abs/2109.13026][2109.13026]]|n/a|JHEP 01 (2022) 106|pp|
|349||DQ|Prompt and non-prompt J/$ψ$ production cross sections at midrapidity in proton-proton collisions at $\sqrt{s}$ = 5.02 and 13 TeV|[[https://arxiv.org/abs/2108.02523][2108.02523]]|n/a|JHEP 03 (2022) 190|pp|
|348||DQ|Inclusive J/$ψ$ production at midrapidity in pp collisions at $\sqrt{s}~=~13$ TeV|[[https://arxiv.org/abs/2108.01906][2108.01906]]|n/a|Eur. Phys. J. C 81 (2021) 1121|pp|
|347||JE|Measurement of the groomed jet radius and momentum splitting fraction in pp and Pb$-$Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2107.12984][2107.12984]]|n/a|Phys. Rev. Lett. 128 (2022) 102001|pp,PbPb|
|346||JE|Measurements of the groomed and ungroomed jet angularities in pp collisions at $\sqrt{s} = 5.02$ TeV|[[https://arxiv.org/abs/2107.11303][2107.11303]]|n/a|JHEP 05 (2022) 061|pp|
|345||CF|K$^{0}_{\rm S}$- and (anti-)$Λ$-hadron correlations in pp collisions at $\sqrt{s} = 13$ TeV|[[https://arxiv.org/abs/2107.11209][2107.11209]]|n/a|Eur. Phys. J. C 81 (2021) 945|pp|
|344||CF|Polarization of $Λ$ and $\overlineΛ$ hyperons along the beam direction in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2107.11183][2107.11183]]|n/a|Phys.Rev.Lett. 128 (2022) 172005|PbPb|
|343||MM|Study of very forward energy and its correlation with particle production at midrapidity in pp and p-Pb collisions at the LHC|[[https://arxiv.org/abs/2107.10757][2107.10757]]|n/a|JHEP 08 (2022) 086|pp,pPb|
