%TABLE{columnwidths="4%,55%,6%,6%,10%,9%,10%"}%
|*N*||*Group*|*Title*|*arXiv*|*Inspire*|*Journal*|*System*|
|342||LF|Hypertriton production in p-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/2107.10627][2107.10627]]|n/a|Phys.Rev.Lett. 128 (2022) 252003|pPb|
|341||CF|Anisotropic flow of identified hadrons in Xe-Xe collisions at $\sqrt{s_{\rm NN}}$ = 5.44TeV|[[https://arxiv.org/abs/2107.10592][2107.10592]]|n/a|JHEP 10 (2021) 152|XeXe|
|340||LF|Production of K$^{*}(892)^{0}$ and $φ(1020)$ in pp and Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2106.13113][2106.13113]]|n/a|Phys.Rev.C 106 (2022) 034907|pp,PbPb|
|339||JE|Direct observation of the dead-cone effect in QCD|[[https://arxiv.org/abs/2106.05713][2106.05713]]|n/a|Nature 605 (2022) 440-446|pp|
|338||HF|Measurement of prompt D$^{0}$, $Λ_{c}^{+}$, and $Σ_{c}^{0,++}$(2455) production in pp collisions at $\sqrt{s} = 13$ TeV|[[https://arxiv.org/abs/2106.08278][2106.08278]]|n/a|Phys. Rev. Lett. 128 (2022) 012001|pp|
|337||HF|Charm-quark fragmentation fractions and production cross section at midrapidity in pp collisions at the LHC|[[https://arxiv.org/abs/2105.06335][2105.06335]]|n/a|Phys. Rev. D 105, L011103 (2022)|pp|
|336||LF|Measurement of K$^{*}$(892)$^{\mathrm{\pm}}$ production in inelastic pp collisions at the LHC|[[https://arxiv.org/abs/2105.05760][2105.05760]]|n/a|Phys. Lett. B 828 (2022) 137013|pp|
|335||CF|Charged-particle multiplicity fluctuations in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/2105.05745][2105.05745]]|n/a|Eur. Phys. J. C 81 (2021) 1012|PbPb|
|334||CF|Kaon-proton strong interaction at low relative momentum via femtoscopy in Pb-Pb collisions at the LHC|[[https://arxiv.org/abs/2105.05683][2105.05683]]|n/a|Phys. Lett. B 822 (2021) 136708|PbPb|
|333||HF|Measurement of the production cross section of prompt $Ξ^0_{\rm c}$ baryons at midrapidity in pp collisions at $\sqrt{s}$ = 5.02 TeV|[[https://arxiv.org/abs/2105.05616][2105.05616]]|n/a|JHEP 10 (2021) 159|pp|
|332||CF|Experimental evidence for an attractive p-$φ$ interaction|[[https://arxiv.org/abs/2105.05578][2105.05578]]|n/a|PRL 127 (2021) 172301|pp|
|331||CF|Investigating the role of strangeness in baryon$-$antibaryon annihilation at the LHC|[[https://arxiv.org/abs/2105.05190][2105.05190]]|n/a|Phys.Lett.B 829 (2022) 137060|pp|
|330||HF|Measurement of the cross sections of $Ξ^0_{\rm c}$ and $Ξ^+_{\rm c}$ baryons and branching-fraction ratio BR($Ξ^0_{\rm c} \rightarrow Ξ^-{\rm e}^+ν_{\rm e}$)/BR($Ξ^0_{\rm c} \rightarrow Ξ^-π^+$) in pp collisions at 13 TeV|[[https://arxiv.org/abs/2105.05187][2105.05187]]|n/a|Phys. Rev. Lett. 127 (2021) 272001; Phys. Rev. Lett 134, 179902(E) (2025)|pp|
|329||DQ|Inclusive, prompt and non-prompt ${\rm J}/ψ$ production at midrapidity in p$-$Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2105.04957][2105.04957]]|n/a|JHEP 06 (2022) 011|pPb|
|328||JE|First measurements of $N$-subjettiness in central Pb$-$Pb collisions at ${\sqrt{\it{s}_{\rm {NN}}}} = 2.76$ TeV|[[https://arxiv.org/abs/2105.04936][2105.04936]]|n/a|JHEP 10 (2021) 003|PbPb|
|327||JE|Production of $Λ$ and ${\rm K}^{0}_{\rm S}$ in jets in p-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV and pp collisions at $\sqrt{s} = 7$ TeV|[[https://arxiv.org/abs/2105.04890][2105.04890]]|n/a|Phys. Lett. B 827 (2022) 136984|pp,pPb|
|326||LF|Energy dependence of $φ$ meson production at forward rapidity in pp collisions at the LHC|[[https://arxiv.org/abs/2105.00713][2105.00713]]|n/a|Eur. Phys. J. C 81 (2021) 772|pp|
|325||CF|Exploring the N$Λ$-N$Σ$ coupled system with high precision correlation techniques at the LHC|[[https://arxiv.org/abs/2104.04427][2104.04427]]|n/a|Phys.Lett.B 833 (2022) 137272|pp|
|324||GA|Nuclear modification factor of light neutral-meson spectra up to high transverse momentum in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 8.16 TeV|[[https://arxiv.org/abs/2104.03116][2104.03116]]|n/a|Phys. Lett. B 827 (2022) 136943|pPb|
|323||HF|Measurement of beauty and charm production in pp collisions at $\sqrt{s}=5.02$ TeV via non-prompt and prompt D mesons|[[https://arxiv.org/abs/2102.13601][2102.13601]]|n/a|JHEP 05 (2021) 220|pp|
|322||CF|Measurements of mixed harmonic cumulants in Pb-Pb collisions at $\mathbf{\sqrt{{\textit s}_{\rm NN}}}=5.02$ TeV|[[https://arxiv.org/abs/2102.12180][2102.12180]]|n/a|Phys. Lett. B 818 (2021) 136354|PbPb|
|321||UD|First measurement of the ${\mathbf{&#124;\textit t&#124;}}$-dependence of coherent $\mathbf{\rm{J/ψ}}$ photonuclear production|[[https://arxiv.org/abs/2101.04623][2101.04623]]|n/a|Phys. Lett. B 817 (2021) 136280|PbPb|
|320||UD|Coherent $\rm{J/ψ}$ and $\rm{ψ'}$ photoproduction at midrapidity in ultra-peripheral Pb-Pb collisions at $\sqrt{s_{\mathrm{NN}}}~=~5.02$ TeV|[[https://arxiv.org/abs/2101.04577][2101.04577]]|n/a|Eur. Phys. J. C 81 (2021) 712|PbPb|
|319||CF|Long- and short-range correlations and their event-scale dependence in high-multiplicity pp collisions at $\boldsymbol{\sqrt{\textit s}}=13$ TeV|[[https://arxiv.org/abs/2101.03110][2101.03110]]|n/a|JHEP 05 (2021) 290|pp|
|318||LF|Production of pions, kaons, (anti-)protons and $φ$ mesons in Xe-Xe collisions at $\sqrt{s_{\rm NN}} = 5.44$ TeV|[[https://arxiv.org/abs/2101.03100][2101.03100]]|n/a|Eur. Phys. J. C 81 (2021) 584|XeXe|
|317||UD|First measurement of coherent $ρ^{0}$ photoproduction in ultra-peripheral Xe-Xe collisions at $\mathbf{\sqrt{s_{\rm {\scriptscriptstyle \mathbf{NN}}}} = 5.44}$ TeV|[[https://arxiv.org/abs/2101.02581][2101.02581]]|n/a|Phys. Lett. B 820 (2021) 136481|XeXe|
|316||CF|Multi-harmonic correlations of different flow amplitudes in Pb-Pb collisions at $\sqrt{s_{_{\rm NN}}}=2.76$ TeV|[[https://arxiv.org/abs/2101.02579][2101.02579]]|n/a|Phys. Rev. Lett. 127 (2021) 092302|PbPb|
|315||HF|Inclusive heavy-flavour production at central and forward rapidity in Xe-Xe collisions at $\sqrt{s_{\rm NN}}=5.44$ TeV|[[https://arxiv.org/abs/2011.06970][2011.06970]]|n/a|PLB 819 (2021) 136437|XeXe|
|314||HF|$\mathrm{Λ_{c}^{+}}$ production in pp and in p-Pb collisions at $\sqrt{s_{\rm {NN}}} = 5.02$ TeV|[[https://arxiv.org/abs/2011.06079][2011.06079]]|n/a|Phys. Rev. C 104 (2021) 054905|pp,pPb|
|313||HF|$\rm Λ_{c}^{+}$ production and baryon-to-meson ratios in pp and p-Pb collisions at $\sqrt{s_\mathrm{NN}} = 5.02$ TeV at the LHC|[[https://arxiv.org/abs/2011.06078][2011.06078]]|n/a|Phys. Rev. Lett. 127 (2021) 202301|pp,pPb|
|312||JE|Jet fragmentation transverse momentum distributions in pp and p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2011.05904][2011.05904]]|n/a|JHEP 09 (2021) 211|pp,pPb|
|311||LF|Jet-associated deuteron production in pp collisions at $\sqrt{s}=13$ TeV|[[https://arxiv.org/abs/2011.05898][2011.05898]]|n/a|Phys. Lett. B 819 (2021) 136440|pp|
|310||DQ|$Υ$ production and nuclear modification at forward rapidity in Pb-Pb collisions at $\mathbf{\sqrt{\textit{s}_{\textbf{NN}}}=5.02}$ TeV|[[https://arxiv.org/abs/2011.05758][2011.05758]]|n/a|Phys. Lett. B 822 (2021) 136579|PbPb|
|309||HF|Production of muons from heavy-flavour hadron decays at high transverse momentum in Pb-Pb collisions at $\sqrt{s_{\rm NN}}=5.02$ and 2.76 TeV|[[https://arxiv.org/abs/2011.05718][2011.05718]]|n/a|Phys. Lett. B 820 (2021) 136558|PbPb|
|308||LF|Pseudorapidity distributions of charged particles as a function of mid and forward rapidity mutiplicities in pp collisions at $\sqrt{s}$ = 5.02, 7 and 13 TeV|[[https://arxiv.org/abs/2009.09434][2009.09434]]|n/a|Eur. Phys. J. C 81 (2021) 630|pp|
|307||DQ|Centrality dependence of J/$ψ$ and $ψ$(2S) production and nuclear modification in p-Pb collisions at $\sqrt{s_{\rm NN}} =$ 8.16 TeV|[[https://arxiv.org/abs/2008.04806][2008.04806]]|n/a|JHEP 02 (2021) 002|pPb|
|306||CF|Pion-kaon femtoscopy and the lifetime of the hadronic phase in Pb$-$Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 2.76 TeV|[[https://arxiv.org/abs/2007.08315][2007.08315]]|n/a|Phys. Lett. B 813 (2021) 136030|PbPb|
|305||LF|Production of $ω$ mesons in pp collisions at $\sqrt{s}$ = 7 TeV|[[https://arxiv.org/abs/2007.02208][2007.02208]]|n/a|Eur. Phys. J. C 80 (2020) 1130|pp|
|304||CF|Constraining the Chiral Magnetic Effect with charge-dependent azimuthal correlations in Pb-Pb collisions at $\sqrt{\it{s}_{\mathrm{NN}}}$ = 2.76 and 5.02 TeV|[[https://arxiv.org/abs/2005.14640][2005.14640]]|n/a|JHEP 09 (2020) 160|PbPb|
|303||LF,CF|Elliptic and triangular flow of (anti)deuterons in Pb-Pb collisions at $\sqrt{s_{\mathrm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/2005.14639][2005.14639]]|n/a|Phys. Rev. C 102 (2020) 055203|PbPb|
|302||GA|Measurement of isolated photon-hadron correlations in $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV pp and p-Pb collisions|[[https://arxiv.org/abs/2005.14637][2005.14637]]|n/a|Phys Rev C 102 (2020) 044908|pp,pPb|
|301||DQ|Soft-dielectron excess in proton-proton collisions at $\sqrt{s}$ = 13 TeV|[[https://arxiv.org/abs/2005.14522][2005.14522]]|n/a|Phys. Rev. Lett. 127, 042302 (2021)|pp|
|300||DQ,CF|J/$ψ$ elliptic and triangular flow in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2005.14518][2005.14518]]|n/a|JHEP 10 (2020) 141|PbPb|
|299||DQ|Dielectron production in proton-proton and proton-lead collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/2005.11995][2005.11995]]|n/a|Phys. Rev. C 102 (2020) 055204; Phys. Rev. C 111 (2025) 024905|pp,pPb|
|298||CF|Unveiling the strong interaction among hadrons at the LHC|[[https://arxiv.org/abs/2005.11495][2005.11495]]|n/a|Nature 588 (2020) 232-238|pp|
|297||HF|Transverse-momentum and event-shape dependence of D-meson flow harmonics in Pb-Pb collisions at $\sqrt{s_{NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2005.11131][2005.11131]]|n/a|Phys. Lett. B 813 (2021) 136054|PbPb|
|296||CF|Elliptic flow of electrons from beauty-hadron decays in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/2005.11130][2005.11130]]|n/a|Phys. Rev. Lett. 126, 162001 (2021)|PbPb|
|295||DQ|First measurement of quarkonium polarization in nuclear collisions at the LHC|[[https://arxiv.org/abs/2005.11128][2005.11128]]|n/a|Phys. Lett. B 815 (2021) 136146|PbPb|
|294||HF|Z-boson production in p-Pb collisions at $\sqrt{s_{\mathrm{NN}}}=8.16$ TeV and Pb-Pb collisions at $\sqrt{s_{\mathrm{NN}}}=5.02$ TeV|[[https://arxiv.org/abs/2005.11126][2005.11126]]|n/a|JHEP 09 (2020) 076|pPb,PbPb|
|293||CF|$Λ\rm{K}$ femtoscopy in Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 2.76 TeV|[[https://arxiv.org/abs/2005.11124][2005.11124]]|n/a|Phys. Rev. C 103, 055201 (2021)|PbPb|
|292||DQ|Multiplicity dependence of J/$ψ$ production at midrapidity in pp collisions at $\sqrt{s}$ = 13 TeV|[[https://arxiv.org/abs/2005.11123][2005.11123]]|n/a|Phys. Lett. B 810 (2020) 135758|pp|
|291||LF|Measurement of the low-energy antideuteron inelastic cross section|[[https://arxiv.org/abs/2005.11122][2005.11122]]|n/a|Phys. Rev. Lett. 125, 162001 (2020)|pPb|
|290||LF|Production of light-flavor hadrons in pp collisions at $\sqrt{s}$ = 7 and $\sqrt{s}$ = 13 TeV|[[https://arxiv.org/abs/2005.11120][2005.11120]]|n/a|Eur. Phys. J. C 81 (2021) 256|pp|
|289||DQ|J/$ψ$ production as a function of charged-particle multiplicity in p-Pb collisions at $\sqrt{\textit{s}_{\rm NN}}~=~8.16$ TeV|[[https://arxiv.org/abs/2004.12673][2004.12673]]|n/a|JHEP 2009 (2020) 162|pPb|
|288||CF|Search for a common baryon source in high-multiplicity pp collisions at the LHC|[[https://arxiv.org/abs/2004.08018][2004.08018]]|n/a|Phys. Lett. B 811 (2020) 135849; ; Phys. Lett. B 861 (2025) 139233|pp|
|287||DQ|Measurement of nuclear effects on $ψ\rm{(2S)}$ production in p-Pb collisions at $\sqrt{\textit{s}_{\rm NN}} = 8.16$ TeV|[[https://arxiv.org/abs/2003.06053][2003.06053]]|n/a|JHEP07 (2020) 237|pPb|
|286||LF|(Anti-)Deuteron production in pp collisions at $\sqrt{s}=13$ TeV|[[https://arxiv.org/abs/2003.03184][2003.03184]]|n/a|Eur. Phys. J. C 80 (2020) 889|pp|
|285||LF|Multiplicity dependence of $π$, K, and p production in pp collisions at $\sqrt{s} = 13$ TeV|[[https://arxiv.org/abs/2003.02394][2003.02394]]|n/a|Eur. Phys. J. C 80 (2020) 693|pp|
|284||UD|Coherent photoproduction of $ρ^{0}$ vector mesons in ultra-peripheral Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/2002.10897][2002.10897]]|n/a|JHEP06 (2020) 35|PbPb|
|283||CF|Higher harmonic non-linear flow modes of charged hadrons in Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/2002.00633][2002.00633]]|n/a|JHEP05 (2020) 085|PbPb|
|282||CF|Non-linear flow modes of identified particles in Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1912.00740][1912.00740]]|n/a|JHEP 06 (2020) 147|PbPb|
|281||LF|Evidence of rescattering effect in Pb-Pb collisions at the LHC through production of $\rm{K}^{*}(892)^{0}$ and $φ(1020)$ mesons|[[https://arxiv.org/abs/1910.14419][1910.14419]]|n/a|PLB 802 (2020) 135225|PbPb|
|280||LF|$\rm{K}^{*}(\rm{892})^{0}$ and $φ(1020)$ production at midrapidity in pp collisions at $\sqrt{s}$ = 8 TeV|[[https://arxiv.org/abs/1910.14410][1910.14410]]|n/a|Phys. Rev. C 102 (2020) 024912|pp|
|279||CF|Evidence of spin-orbital angular momentum interactions in relativistic heavy-ion collisions|[[https://arxiv.org/abs/1910.14408][1910.14408]]|n/a|Phys. Rev. Lett. 125 (2020) 012301|PbPb|
|278||CF|Investigation of the p-$Σ^{0}$ interaction via femtoscopy in pp collisions|[[https://arxiv.org/abs/1910.14407][1910.14407]]|n/a|PLB 805 (2020) 135419|pp|
|277||CF|Probing the effects of strong electromagnetic fields with charge-dependent directed flow in Pb-Pb collisions at the LHC|[[https://arxiv.org/abs/1910.14406][1910.14406]]|n/a|Phys. Rev. Lett. 125 (2020) 022301|PbPb|
|276||DQ|$Υ$ production in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 8.16 TeV|[[https://arxiv.org/abs/1910.14405][1910.14405]]|n/a|Phys. Lett. B 806 (2020) 135486|pPb|
|275||DQ|Centrality and transverse momentum dependence of inclusive J/$ψ$ production at midrapidity in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/1910.14404][1910.14404]]|n/a|PLB 805 (2020) 135434|PbPb|
|274||HF|Azimuthal correlations of prompt D mesons with charged particles in pp and p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/1910.14403][1910.14403]]|n/a|EPJC 80 (2020) 979|pp,pPb|
|273||LF|Production of (anti-)$^3$He and (anti-)$^3$H in p-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1910.14401][1910.14401]]|n/a|Phys. Rev. C 101, 044906 (2020)|pPb|
|272||MM|Underlying Event properties in pp collisions at $\sqrt{s}$ = 13 TeV|[[https://arxiv.org/abs/1910.14400][1910.14400]]|n/a|JHEP04 (2020) 192|pp|
|271||HF|Measurement of electrons from heavy-flavour hadron decays as a function of multiplicity in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/1910.14399][1910.14399]]|n/a|JHEP02 (2020) 077|pPb|
|270||JE|Jet-hadron correlations measured relative to the second order event plane in Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 2.76 TeV|[[https://arxiv.org/abs/1910.14398][1910.14398]]|n/a|Phys. Rev. C 101, 064901 (2020)|PbPb|
|269||LF|Multiplicity dependence of K*(892)$^{0}$ and $φ$(1020) production in pp collisions at $\sqrt{s}$ = 13 TeV|[[https://arxiv.org/abs/1910.14397][1910.14397]]|n/a|n/a|pp|
|268||CF|Global baryon number conservation encoded in net-proton fluctuations measured in Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1910.14396][1910.14396]]|n/a|PLB 807 (2020) 135564|PbPb|
|267||CF|Longitudinal and azimuthal evolution of two-particle transverse momentum correlations in Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 2.76 TeV|[[https://arxiv.org/abs/1910.14393][1910.14393]]|n/a|PLB 804 (2020) 135375|PbPb|
|266||LF,CF|Measurement of the (anti-)$^{3}$He elliptic flow in Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1910.09718][1910.09718]]|n/a|PLB 805 (2020) 135414|PbPb|
|265||HF|Measurement of electrons from semileptonic heavy-flavour hadron decays at midrapidity in pp and Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1910.09110][1910.09110]]|n/a|PLB 804 (2020) 135377|pp,PbPb|
|264||LF|Production of charged pions, kaons and (anti-)protons in Pb-Pb and inelastic pp collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1910.07678][1910.07678]]|n/a|Phys. Rev. C 101, 044907 (2020)|pp,PbPb|
|263||JE|Measurements of inclusive jet spectra in pp and central Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1909.09718][1909.09718]]|n/a|Phys. Rev. C 101 (2020) 034911|pp,PbPb|
|262||DQ|Studies of J/$ψ$ production at forward rapidity in Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1909.03158][1909.03158]]|n/a|JHEP 2002 (2020) 041|PbPb|
|261||CF|Global polarization of $Λ$ and $\overlineΛ$ hyperons in Pb-Pb collisions at the LHC|[[https://arxiv.org/abs/1909.01281][1909.01281]]|n/a|Phys. Rev. C 101, 044611 (2020)[erratum: ...]|PbPb|
|260||LF|Measurement of $Λ$(1520) production in pp collisions at $\sqrt{s}$ = 7 TeV and p-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1909.00486][1909.00486]]|n/a|Eur. Phys. J. C 80, 160 (2020)|pp,pPb|
|259||LF|Multiplicity dependence of (multi-)strange hadron production in proton-proton collisions at $\sqrt{s}$ = 13 TeV|[[https://arxiv.org/abs/1908.01861][1908.01861]]|n/a|Eur. Phys. J. C 80, 167 (2020)|pp|
|258||LF|$^3_Λ\mathrm{H}$ and $^3_{\barΛ}\mathrm{\bar{H}}$ lifetime measurement in Pb-Pb collisions at $\sqrt{s_{\mathrm{NN}}} = $ 5.02 TeV via two-body decay|[[https://arxiv.org/abs/1907.06906][1907.06906]]|n/a|Phys.Lett. B797 (2019) 134905|PbPb|
|257||DQ|Measurement of $Υ(1{\rm S})$ elliptic flow at forward rapidity in Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}=5.02$ TeV|[[https://arxiv.org/abs/1907.03169][1907.03169]]|n/a|Phys. Rev. Lett. 123, 192301 (2019)|PbPb|
|256||HF|Measurement of prompt D$^0$, D$^+$, D$^{*+}$, and D$^+_s$ production in p-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1906.03425][1906.03425]]|n/a|JHEP 12 (2019) 092|pPb|
|255||LF|Multiplicity dependence of light (anti-)nuclei production in p-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV|[[https://arxiv.org/abs/1906.03136][1906.03136]]|n/a|PLB 800 (2019) 135043|pPb|
|254||GA|Measurement of the inclusive isolated photon production cross section in pp collisions at $\sqrt{s}$ = 7 TeV|[[https://arxiv.org/abs/1906.01371][1906.01371]]|n/a|Eur. Phys. J. C (2019) 79: 896|pp|
|253||CF|Scattering studies with low-energy kaon-proton femtoscopy in proton-proton collisions at the LHC|[[https://arxiv.org/abs/1905.13470][1905.13470]]|n/a|Phys. Rev. Lett. 124, 092301 (2020)|pp|
|252||DQ|Inclusive J/$ψ$ production at mid-rapidity in pp collisions at $\sqrt{s}$ = 5.02 TeV|[[https://arxiv.org/abs/1905.07211][1905.07211]]|n/a|JHEP 10 (2019) 084|pp|
|251||CF|Study of the $Λ$-$Λ$ interaction with femtoscopy correlations in pp and p-Pb collisions at the LHC|[[https://arxiv.org/abs/1905.07209][1905.07209]]|n/a|Phys. Lett. B 797 (2019) 134822|pp,pPb|
|250||LF|Charged-particle production as a function of multiplicity and transverse spherocity in pp collisions at $\sqrt{s}$ = 5.02 and 13 TeV|[[https://arxiv.org/abs/1905.07208][1905.07208]]|n/a|Eur.Phys.J. C79 (2019) no.10, 857|pp|
|249||HF|Production of muons from heavy-flavour hadron decays in pp collisions at $\sqrt{s}$ = 5.02 TeV|[[https://arxiv.org/abs/1905.07207][1905.07207]]|n/a|JHEP 1909 (2019) 008|pp|
|248||JE|Measurement of charged jet cross section in pp collisions at ${\sqrt{s}=5.02}$ TeV|[[https://arxiv.org/abs/1905.02536][1905.02536]]|n/a|Phys. Rev. D 100, 092004 (2019)|pp|
|247||JE|Exploration of jet substructure using iterative declustering in pp and Pb-Pb collisions at LHC energies|[[https://arxiv.org/abs/1905.02512][1905.02512]]|n/a|PLB 802 (2020) 135227|pp,PbPb|
|246||HF|Measurement of the production of charm jets tagged with D$^{0}$ mesons in pp collisions at $\sqrt{s}$= 7 TeV|[[https://arxiv.org/abs/1905.02510][1905.02510]]|n/a|JHEP 1908 (2019) 133|pp|
|245||JE|Measurement of jet radial profiles in Pb$-$Pb collisions at $\sqrt{s_{\rm NN}}$ = 2.76 TeV|[[https://arxiv.org/abs/1904.13118][1904.13118]]|n/a|Phys.Lett. B796 (2019) 204-219|PbPb|
|244||CF|First observation of an attractive interaction between a proton and a multi-strange baryon|[[https://arxiv.org/abs/1904.12198][1904.12198]]|n/a|Phys. Rev. Lett. 123, 112002 (2019)|pPb|
|243||UD|Coherent J/$ψ$ photoproduction at forward rapidity in ultra-peripheral Pb-Pb collisions at $\sqrt{s_{\rm{NN}}}=5.02$ TeV|[[https://arxiv.org/abs/1904.06272][1904.06272]]|n/a|Phys.Lett. B798 (2019) 134926|PbPb|
|242||CF|One-dimensional charged kaon femtoscopy in p-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/1903.12310][1903.12310]]|n/a|Phys. Rev. C 100, 024002 (2019)|pPb|
|241||CF|Measurement of strange baryon-antibaryon interactions with femtoscopic correlations|[[https://arxiv.org/abs/1903.06149][1903.06149]]|n/a|PLB 802 (2020) 135223|PbPb|
|240||CF|Investigations of anisotropic flow using multi-particle azimuthal correlations in pp, p-Pb, Xe-Xe, and Pb-Pb collisions at the LHC|[[https://arxiv.org/abs/1903.01790][1903.01790]]|n/a|Phys. Rev. Lett. 123, 142301 (2019)|pp,pPb,XeXe,PbPb|
|239||LF|Multiplicity dependence of (anti-)deuteron production in pp collisions at $\sqrt{s}$ = 7 TeV|[[https://arxiv.org/abs/1902.09290][1902.09290]]|n/a|Phys. Lett. B 794 (2019) 50-63|pp|
|238||PP|Calibration of the photon spectrometer PHOS of the ALICE experiment|[[https://arxiv.org/abs/1902.06145][1902.06145]]|n/a|JINST 14 (2019) no.05, P05025|pp|
|237||HF|Measurement of ${\rm D^0}$, ${\rm D^+}$, ${\rm D^{*+}}$ and ${{\rm D^+}_s}$ production in pp collisions at $\mathbf{\sqrt{\textit s}~=~5.02~TeV}$ with ALICE|[[https://arxiv.org/abs/1901.07979][1901.07979]]|n/a|Eur.Phys.J. C79 (2019) no.5, 388|pp|
|236||CF|Event-shape and multiplicity dependence of freeze-out radii in pp collisions at $\sqrt{\textit s}=7$ TeV|[[https://arxiv.org/abs/1901.05518][1901.05518]]|n/a|JHEP 1909 (2019) 108|pp|
|235||HLT|Real-time data processing in the ALICE High Level Trigger at the LHC|[[https://arxiv.org/abs/1812.08036][1812.08036]]|n/a|Comput. Phys. Commun. 242 (2019) 25-48|n/a|
|234||MM|Charged-particle pseudorapidity density at mid-rapidity in p-Pb collisions at $\sqrt{s_{\rm{NN}}}$ = 8.16 TeV|[[https://arxiv.org/abs/1812.01312][1812.01312]]|n/a|Eur. Phys. J. C (2019) 79: 307|pPb|
|233||DQ|Study of J/$ψ$ azimuthal anisotropy at forward rapidity in Pb-Pb collisions at $\sqrt{{\textit s}_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/1811.12727][1811.12727]]|n/a|JHEP 1902 (2019) 012|PbPb|
|232||CF|Jet fragmentation transverse momentum measurements from di-hadron correlations in $\sqrt{s}$ = 7 TeV pp and $\sqrt{s_{\rm{NN}}}$ = 5.02 TeV p-Pb collisions|[[https://arxiv.org/abs/1811.09742][1811.09742]]|n/a|JHEP 03 (2019) 169|pp,pPb|
|231||HF|$Λ_\mathrm{c}^+$ production in Pb-Pb collisions at $\sqrt{s_{\rm NN}} = 5.02$ TeV|[[https://arxiv.org/abs/1809.10922][1809.10922]]|n/a|Phys.Lett. B793 (2019) 212-223|PbPb|
|230||HF|Event-shape engineering for the D-meson elliptic flow in mid-central Pb-Pb collisions at $\sqrt{s_{\rm NN}}$ = 5.02 TeV|[[https://arxiv.org/abs/1809.09371][1809.09371]]|n/a|JHEP 02 (2019) 150|PbPb|
|229||CF|Measuring K$^0_{\rm S}$K$^{\rm{\pm}}$ interactions using pp collisions at $\sqrt{s}=7$ TeV|[[https://arxiv.org/abs/1809.07899][1809.07899]]|n/a|Phys. Lett. B 790 (2019) 22|pp|
